Date,country,ADR GGAL,BLUE,Dolar CCL,Dolar MEP,Dolar Mayorista,Dolar Oficial,Dolar Solidario,GGAL,Merval,uno,Brecha CCL,Brecha MEP,Brecha Blue,uno - 30d_running_av,uno - 30d_running_av_mom_change,uno - 30d_change,uno - usd_daily,uno - 7d_running_av,uno - 1d_change,BLUE - 30d_running_av,BLUE - 30d_running_av_mom_change,BLUE - 30d_change,BLUE - usd_daily,BLUE - 7d_running_av,BLUE - 1d_change,GGAL - 30d_running_av,GGAL - 30d_running_av_mom_change,GGAL - 30d_change,GGAL - usd_daily,GGAL - 7d_running_av,GGAL - 1d_change,Merval - 30d_running_av,Merval - 30d_running_av_mom_change,Merval - 30d_change,Merval - usd_daily,Merval - 7d_running_av,Merval - 1d_change,Merval - CCL_daily,ADR GGAL - 30d_running_av,ADR GGAL - 30d_running_av_mom_change,ADR GGAL - 30d_change,ADR GGAL - usd_daily,ADR GGAL - 7d_running_av,ADR GGAL - 1d_change,Dolar CCL - 30d_running_av_mom_change,Dolar CCL - 30d_running_av,Dolar CCL - 30d_change,Dolar CCL - usd_daily,Dolar CCL - 7d_running_av,Dolar CCL - 1d_change,Dolar MEP - 30d_running_av_mom_change,Dolar MEP - 30d_change,Dolar MEP - 30d_running_av,Dolar MEP - usd_daily,Dolar MEP - 7d_running_av,Dolar MEP - 1d_change,Brecha CCL - 30d_running_av,Brecha CCL - 30d_running_av_mom_change,Brecha CCL - 30d_change,Brecha CCL - usd_daily,Brecha CCL - 7d_running_av,Brecha CCL - 1d_change,Brecha MEP - 30d_running_av,Brecha MEP - 30d_running_av_mom_change,Brecha MEP - 30d_change,Brecha MEP - usd_daily,Brecha MEP - 7d_running_av,Brecha MEP - 1d_change,Brecha Blue - 30d_running_av,Brecha Blue - 30d_running_av_mom_change,Brecha Blue - 30d_change,Brecha Blue - usd_daily,Brecha Blue - 7d_running_av,Brecha Blue - 1d_change,Dolar Oficial - 30d_running_av_mom_change,Dolar Oficial - 30d_change,Dolar Oficial - 30d_running_av,Dolar Oficial - usd_daily,Dolar Oficial - 7d_running_av,Dolar Oficial - 1d_change,Dolar Mayorista - 30d_running_av_mom_change,Dolar Mayorista - 30d_running_av,Dolar Mayorista - 30d_change,Dolar Mayorista - usd_daily,Dolar Mayorista - 7d_running_av,Dolar Mayorista - 1d_change,Dolar Solidario - 30d_running_av,Dolar Solidario - 30d_change,Dolar Solidario - 30d_running_av_mom_change,Dolar Solidario - usd_daily,Dolar Solidario - 7d_running_av,Dolar Solidario - 1d_change
2016-10-12,Argentina,,15.33,15.131,,,15.152,,,,1.0,,,,1.0,0.0,0.0,0.0663636061983608,1.0,0.0,15.417666666666667,0.0133423889229691,0.0078895463510848,1.0173540830208714,15.355714285714283,-0.3898635477582846,,,,,,,,,,,,,,,,,,,,0.0138690674669335,15.202966666666669,-0.0013859556494191,1.0041477253873976,15.193428571428573,-0.2833794648741228,,,,,,,,,,,,,,,,,,,,,,,,,0.0173998136691755,0.0063093577737929,15.1793,1.005541361117563,15.19957142857143,-0.223890425391815,,,,,,,,,,,,
2016-10-13,Argentina,,15.35,15.196,,,15.115,,,,1.0,,,,1.0,0.0,0.0,0.066111331482216,1.0,0.0,15.423666666666668,0.0136701207089184,0.011865524060646,1.0148089382520165,15.352857142857143,0.1304631441617632,,,,,,,,,,,,,,,,,,,,0.0134098042395152,15.207666666666666,0.0093656592494189,1.004627793203755,15.184142857142858,0.4295816535589081,,,,,,,,,,,,,,,,,,,,,,,,,0.0169201677951986,0.0084734454230051,15.183533333333331,0.9992727753536956,15.184142857142858,-0.2441921858500451,,,,,,,,,,,,
2016-10-14,Argentina,,15.4,15.18,,,15.122,,,,1.0,,,,1.0,0.0,0.0,0.0659260968454362,1.0,0.0,15.43,0.0139308713365753,0.0124917817225509,1.0152618914197185,15.36,0.3257328990228014,,,,,,,,,,,,,,,,,,,,0.0125047711194155,15.208766666666667,0.0021786492374726,1.0007581501137226,15.181714285714284,-0.1052908660173712,,,,,,,,,,,,,,,,,,,,,,,,,0.0162769376961564,0.0062549906840563,15.186666666666667,0.9969344364966872,15.171714285714286,0.0463116109824746,,,,,,,,,,,,
2016-10-17,Argentina,,15.47,15.178,,,15.21,,,,1.0,,,,1.0,0.0,0.0,0.0657946680001052,1.0,0.0,15.445,0.0145165528113504,0.011111111111111,1.0178435139616286,15.391428571428571,0.454545454545463,,,,,,,,,,,,,,,,,,,,0.0092968599584397,15.202466666666668,-0.0070003271180896,0.998631470905598,15.174142857142856,-0.0131752305665311,,,,,,,,,,,,,,,,,,,,,,,,,0.0145425571219357,0.0080190867519385,15.194533333333334,1.0007369002816011,15.147000000000002,0.5819336066657854,,,,,,,,,,,,
2016-10-18,Argentina,,15.44,15.202,,,15.202,,,,1.0,,,,1.0,0.0,0.0,0.0657959667072408,1.0,0.0,15.449666666666667,0.0146453590192645,0.0091503267973855,1.0158897259597988,15.39857142857143,-0.1939237233354984,,,,,,,,,,,,,,,,,,,,0.0085841941120525,15.199700000000002,-0.0054301602878639,1.0002302858834753,15.178142857142856,0.1581235999472907,,,,,,,,,,,,,,,,,,,,,,,,,0.0144621525467851,0.0074888991980912,15.1983,1.0002302858834753,15.149285714285714,-0.0525969756739019,,,,,,,,,,,,
2016-10-19,Argentina,,15.43,15.248,,,15.207,,,,1.0,,,,1.0,0.0,0.0,0.0658978583196046,1.0,0.0,15.450666666666669,0.0143113484178738,0.0019480519480519,1.016803953871499,15.412857142857144,-0.0647668393782385,,,,,,,,,,,,,,,,,,,,0.0082092621171185,15.200233333333331,0.0010504201680672,1.0048105436573311,15.194857142857142,0.3025917642415443,,,,,,,,,,,,,,,,,,,,,,,,,0.0141151719751455,0.0036961256682728,15.200166666666666,1.0021087314662274,15.157142857142857,0.032890409156705,,,,,,,,,,,,
2016-10-20,Argentina,,15.38,15.122,,,15.182,,,,1.0,,,,1.0,0.0,0.0,0.0658609674976125,1.0,0.0,15.444666666666668,0.0131636490859792,-0.0115681233933161,1.012941680113281,15.417142857142858,-0.3240440699935121,,,,,,,,,,,,,,,,,,,,0.0073254811835681,15.194833333333332,-0.0105993195498561,0.9959495504988968,15.184285714285712,-0.8263378803777477,,,,,,,,,,,,,,,,,,,,,,,,,0.0136637043820768,0.0013190871916632,15.200833333333334,0.9999012085487536,15.166714285714288,-0.1643979746169588,,,,,,,,,,,,
2016-10-21,Argentina,,15.36,15.07,,,15.15,,,,1.0,,,,1.0,0.0,0.0,0.0659174054909198,1.0,0.0,15.440666666666669,0.0124142151505881,-0.0077519379844961,1.0124913483405291,15.411428571428573,-0.1300390117035199,,,,,,,,,,,,,,,,,,,,0.0066179962668846,15.190033333333334,-0.0094649664782436,0.9933753007481624,15.168571428571427,-0.3438698584843247,,,,,,,,,,,,,,,,,,,,,,,,,0.0131566085186931,0.0008588227521966,15.201266666666667,0.998648693187436,15.170714285714286,-0.2107759188512692,,,,,,,,,,,,
2016-10-24,Argentina,,15.42,15.164,,,15.118,,,,1.0,,,,1.0,0.0,0.0,0.0659456607755209,1.0,0.0,15.427333333333332,0.0101270243135884,-0.0064432989690721,1.0168820891585333,15.392857142857142,0.390625,,,,,,,,,,,,,,,,,,,,0.0041367782964676,15.178966666666666,-0.0040719821358203,1.0,15.135142857142858,0.623755806237547,,,,,,,,,,,,,,,,,,,,,,,,,0.0109819450880572,-0.0028362245234482,15.198866666666667,0.996966499604326,15.165571428571427,-0.2112211221122151,,,,,,,,,,,,
2016-10-25,Argentina,,15.41,15.173,,,15.19,,,,1.0,,,,1.0,0.0,0.0,0.0656792880365176,1.0,0.0,15.423666666666668,0.0093802491219652,-0.0070876288659793,1.0121178286427377,15.388571428571428,-0.0648508430609595,,,,,,,,,,,,,,,,,,,,0.003849460943184,15.1772,-0.0034808879548141,0.9965518373780828,15.131,0.059351094697968,,,,,,,,,,,,,,,,,,,,,,,,,0.010526432425844,0.0019128025855814,15.199833333333334,0.9976683852747036,15.16385714285714,0.4762534726815648,,,,,,,,,,,,
2016-10-26,Argentina,,15.38,15.163,,,15.224,,,,1.0,,,,1.0,0.0,0.0,0.0657873096279727,1.0,0.0,15.416333333333334,0.0082185211021974,-0.014102564102564,1.011808822078221,15.381428571428572,-0.194678780012969,,,,,,,,,,,,,,,,,,,,0.0032045984003457,15.172566666666668,-0.0090837798980525,0.9975329758889512,15.118857142857143,-0.065906544519867,,,,,,,,,,,,,,,,,,,,,,,,,0.0099419077212012,0.0011179062273951,15.2004,1.0015460017762574,15.166285714285715,0.2238314680711006,,,,,,,,,,,,
2016-10-27,Argentina,,15.3,15.16,,,15.197,,,,1.0,,,,1.0,0.0,0.0,0.0659087164277475,1.0,0.0,15.407000000000002,0.0069715256748219,-0.017971758664955,1.008403361344538,15.37,-0.5201560468140465,,,,,,,,,,,,,,,,,,,,0.002646219607584,15.168533333333333,-0.0079183299522282,0.9991761410446532,15.124285714285715,-0.0197850029677537,,,,,,,,,,,,,,,,,,,,,,,,,0.009031538459836,-0.0045850527281063,15.198066666666668,1.0016147635524797,15.168428571428572,-0.177351550183924,,,,,,,,,,,,
2016-10-28,Argentina,,15.37,15.165,,,15.186,,,,1.0,,,,1.0,0.0,0.0,0.0658609674976125,1.0,0.0,15.400666666666668,0.0060096677263425,-0.0122107969151671,1.0122830704383046,15.37142857142857,0.4575163398692794,,,,,,,,,,,,,,,,,,,,0.0017462575476641,15.163566666666666,-0.0097296591354316,0.998781572101294,15.137857142857143,0.0329815303429903,,,,,,,,,,,,,,,,,,,,,,,,,0.0082215232710911,-0.0077752368507023,15.1941,1.000164652418744,15.17357142857143,-0.0723827071132388,,,,,,,,,,,,
2016-10-31,Argentina,,15.36,15.125,,,15.175,,,,1.0,,,,1.0,0.0,0.0,0.0659413122321134,1.0,0.0,15.385333333333334,0.0028680688336519,-0.0096711798839459,1.012858555885262,15.365714285714285,-0.0650618087182808,,,,,,,,,,,,,,,,,,,,0.0006797692744289,15.1625,0.0011252316653427,0.9973623475107156,15.159428571428569,-0.2637652489284492,,,,,,,,,,,,,,,,,,,,,,,,,0.0050534919850293,-0.0057655768852781,15.1814,1.0006594131223212,15.192000000000002,-0.0724351376267584,,,,,,,,,,,,
2016-11-01,Argentina,,15.23,15.059,,,15.125,,,,1.0,,,,1.0,0.0,0.0,0.066348195329087,1.0,0.0,15.376,0.0015633142261595,-0.018052869116699,1.010483014861996,15.34,-0.846354166666663,,,,,,,,,,,,,,,,,,,,0.0002441089473628,15.160866666666667,-0.0032433148001059,0.999137473460722,15.143142857142855,-0.4363636363636458,,,,,,,,,,,,,,,,,,,,,,,,,0.0039447427317726,-0.0090414728428225,15.176799999999998,1.0035164543524415,15.182714285714283,-0.3294892915980285,,,,,,,,,,,,
2016-11-02,Argentina,,15.2,15.17,,,15.084,,,,1.0,,,,1.0,0.0,0.0,0.0661660105203956,1.0,0.0,15.367333333333333,0.0004122995464703,-0.016817593790427,1.0057233599100142,15.314285714285717,-0.1969796454366457,,,,,,,,,,,,,,,,,,,,-0.0001758566416656,15.1612,0.0006596306068602,1.0037383795944024,15.144142857142857,0.7371007371007376,,,,,,,,,,,,,,,,,,,,,,,,,0.0029151242728715,-0.0092610837438423,15.1721,0.9980481026896484,15.162714285714287,-0.2710743801652926,,,,,,,,,,,,
2016-11-03,Argentina,,15.17,15.022,,,15.125,,,,1.0,,,,1.0,0.0,0.0,0.066348195329087,1.0,0.0,15.360666666666669,-0.0004121385653239,-0.0130123617436563,1.0065021231422506,15.295714285714286,-0.1973684210526238,,,,,,,,,,,,,,,,,,,,-0.0008942873277067,15.1568,-0.0087105714662795,0.9966825902335458,15.12442857142857,-0.9756097560975618,,,,,,,,,,,,,,,,,,,,,,,,,0.0021756363956662,-0.0036231884057971,15.170266666666668,1.0035164543524415,15.152428571428572,0.2718111906656162,,,,,,,,,,,,
2016-11-04,Argentina,,15.22,15.176,,,15.075,,,,1.0,,,,1.0,0.0,0.0,0.0662756403883752,1.0,0.0,15.354666666666668,-0.0012791882574855,-0.0116883116883116,1.0087152467110714,15.274285714285714,0.3295978905734964,,,,,,,,,,,,,,,,,,,,-0.0011377738729339,15.158566666666667,0.0035045956490113,1.005799118533983,15.126,1.0251630941286116,,,,,,,,,,,,,,,,,,,,,,,,,0.0015231957174428,-0.007113218731476,15.166666666666666,0.9991052788547568,15.136571428571427,-0.3305785123966953,,,,,,,,,,,,
2016-11-07,Argentina,,15.27,15.094,,,15.037,,,,1.0,,,,1.0,0.0,0.0,0.0663042036865137,1.0,0.0,15.342666666666668,-0.0034209500714501,-0.0052117263843648,1.0124651902930646,15.218571428571428,0.3285151116951379,,,,,,,,,,,,,,,,,,,,-0.0031798385080639,15.151599999999998,-0.0067776534842403,1.000795650444238,15.124714285714283,-0.5403268318397547,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006705492567895,-0.0113090933000196,15.151533333333331,0.9970163108341068,15.085142857142856,-0.2520729684908684,,,,,,,,,,,,
2016-11-08,Argentina,,15.22,14.888,,,15.039,,,,1.0,,,,1.0,0.0,0.0,0.0669075337883045,1.0,0.0,15.338333333333331,-0.0040689998484948,-0.0084690553745927,1.0183326642579955,15.217142857142855,-0.3274394237066103,,,,,,,,,,,,,,,,,,,,-0.003955767328958,15.1413,-0.0203329604527209,0.9961193630402784,15.100285714285716,-1.3647807075659155,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013780128922226,-0.0111775922151358,15.145866666666668,1.0062224006423124,15.072857142857142,0.0133005253707407,,,,,,,,,,,,
2016-11-09,Argentina,,15.18,15.196,,,15.02,,,,1.0,,,,1.0,0.0,0.0,0.0669411252803159,1.0,0.0,15.332666666666666,-0.0048031155344007,-0.0110749185667752,1.0161662817551964,15.214285714285714,-0.2628120893561125,,,,,,,,,,,,,,,,,,,,-0.0040562347617125,15.141266666666668,-6.580246101195453e-05,1.0172373397596814,15.104,2.0687802256851078,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021267480308907,-0.0124268525215333,15.139566666666664,1.0054557017103458,15.063714285714283,-0.1263381873794822,,,,,,,,,,,,
2016-11-10,Argentina,,15.15,15.42,,,15.018,,,,1.0,,,,1.0,0.0,0.0,0.0664959936163846,1.0,0.0,15.324666666666667,-0.0057740965809562,-0.0155945419103313,1.0074143032882268,15.21142857142857,-0.1976284584980225,,,,,,,,,,,,,,,,,,,,-0.0035649295126176,15.149466666666664,0.0162119414788455,1.025368221564651,15.160857142857145,1.4740721242432198,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027784855167323,-0.0110628210193598,15.133966666666668,0.998636832130864,15.048428571428571,-0.0133155792276906,,,,,,,,,,,,
2016-11-11,Argentina,,15.25,15.256,,,15.222,,,,1.0,,,,1.0,0.0,0.0,0.065359477124183,1.0,0.0,15.322,-0.0062050029187297,-0.0052185257664709,0.9967320261437908,15.215714285714284,0.660066006600668,,,,,,,,,,,,,,,,,,,,-0.0032449806945572,15.153633333333335,0.0082611856453638,0.997124183006536,15.172285714285715,-1.0635538261997368,,,,,,,,,,,,,,,,,,,,,,,,,-0.0028328052018208,0.0046198521647307,15.1363,0.9949019607843136,15.069428571428572,1.3583699560527185,,,,,,,,,,,,
2016-11-14,Argentina,,15.7,15.693,,,15.531,,,,1.0,,,,1.0,0.0,0.0,0.0641354540790148,1.0,0.0,15.323666666666668,-0.0072773602833202,0.0194805194805194,1.0069266290405334,15.285714285714286,2.950819672131133,,,,,,,,,,,,,,,,,,,,-0.0022529729161097,15.175266666666666,0.0337944664031619,1.0064776808619804,15.280714285714286,2.86444677503932,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021440390447725,0.0270466869461711,15.156833333333331,0.99608773730118,15.182,2.029956641702801,,,,,,,,,,,,
2016-11-15,Argentina,,15.65,15.635,,,15.542,,,,1.0,,,,1.0,0.0,0.0,0.0645786244752986,1.0,0.0,15.332,-0.0069519409300921,0.0162337662337661,1.0106554730384243,15.347142857142858,-0.3184713375796066,,,,,,,,,,,,,,,,,,,,-0.0010259085757627,15.190433333333331,0.0299736495388669,1.0096867936712948,15.38742857142857,-0.3695915376282443,,,,,,,,,,,,,,,,,,,,,,,,,-0.0012946688171334,0.0277741039545034,15.170833333333333,1.003680981595092,15.253857142857145,0.0708260897559709,,,,,,,,,,,,
2016-11-16,Argentina,,15.6,15.633,,,15.55,,,,1.0,,,,1.0,0.0,0.0,0.0645265365381513,1.0,0.0,15.336333333333334,-0.0070357181396351,0.0084033613445377,1.0066139699951604,15.407142857142857,-0.3194888178913779,,,,,,,,,,,,,,,,,,,,0.000206106903704,15.2056,0.0299775991566739,1.0087433457009194,15.449857142857145,-0.0127918132395321,,,,,,,,,,,,,,,,,,,,,,,,,-0.000813889205767,0.022353714661407,15.182166666666664,1.003387643168253,15.329571428571429,0.0514734268433958,,,,,,,,,,,,
2016-11-17,Argentina,,15.6,15.559,,,15.474,,,,1.0,,,,1.0,0.0,0.0,0.0645098861400509,1.0,0.0,15.341666666666669,-0.0069904420807352,0.0103626943005181,1.0063542237847949,15.471428571428572,0.0,,,,,,,,,,,,,,,,,,,,0.0011710757449159,15.2175,0.0234837521378765,1.0037093184530528,15.469714285714286,-0.4733576408878615,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004649642832861,0.0178923825812393,15.191233333333331,0.9982259781311488,15.394714285714285,-0.4887459807073946,,,,,,,,,,,,
2016-11-18,Argentina,,15.65,15.49,,,15.482,,,,1.0,,,,1.0,0.0,0.0,0.064549444874774,1.0,0.0,15.349,-0.0065800828443216,0.0142579390797148,1.0101988122902144,15.528571428571428,0.3205128205128194,,,,,,,,,,,,,,,,,,,,0.0016666410822641,15.225566666666667,0.0158709338929696,0.9998709011102505,15.503142857142857,-0.4434732309274269,,,,,,,,,,,,,,,,,,,,,,,,,1.5350708873818064e-05,0.0180837772078648,15.2004,0.9993545055512522,15.431857142857142,0.0516996251777035,,,,,,,,,,,,
2016-11-21,Argentina,,15.62,15.575,,,15.399,,,,1.0,,,,1.0,0.0,0.0,0.0649983750406239,1.0,0.0,15.376333333333331,-0.003865422821111,0.0169270833333332,1.015274618134547,15.631428571428572,-0.191693290734829,,,,,,,,,,,,,,,,,,,,0.0054281619098,15.268666666666666,0.0335102853351028,1.0123496912577186,15.553142857142856,0.548741123305363,,,,,,,,,,,,,,,,,,,,,,,,,0.0019143897197493,0.0164356435643564,15.229766666666668,1.0009099772505687,15.487285714285717,-0.5361064461955833,,,,,,,,,,,,
2016-11-22,Argentina,,15.62,15.596,,,15.406,,,,1.0,,,,1.0,0.0,0.0,0.0647920176234288,1.0,0.0,15.384999999999998,-0.0029594746392467,0.0169270833333332,1.0120513152779578,15.627142857142855,0.0,,,,,,,,,,,,,,,,,,,,0.0069275038370246,15.2862,0.0349037823490379,1.0104963068549957,15.547571428571429,0.1348314606741674,,,,,,,,,,,,,,,,,,,,,,,,,0.0024999506588685,0.0168976897689769,15.2383,0.998185823506544,15.467857142857143,0.0454574972400978,,,,,,,,,,,,
2016-11-23,Argentina,,15.75,15.558,,,15.531,,,,1.0,,,,1.0,0.0,0.0,0.0643239870580138,1.0,0.0,15.396,-0.0020310271811936,0.0214007782101166,1.0131027961637171,15.64857142857143,0.8322663252240847,,,,,,,,,,,,,,,,,,,,0.0079298327290615,15.299333333333331,0.0259825903455552,1.0007525906485788,15.536857142857142,-0.2436522185175649,,,,,,,,,,,,,,,,,,,,,,,,,0.0035002609843717,0.0273184283635401,15.252066666666668,0.9990158429980124,15.465142857142856,0.8113721926522155,,,,,,,,,,,,
2016-11-24,Argentina,,15.830000000000002,15.558,,,15.53,,,,1.0,,,,1.0,0.0,0.0,0.0644018676541619,1.0,0.0,15.41,-0.0008860841563831,0.0272550292018172,1.019481564965384,15.68142857142857,0.5079365079365239,,,,,,,,,,,,,,,,,,,,0.008892725052491,15.312166666666666,0.0253740196401501,1.001964256963452,15.536714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0041820633998177,0.0223831468071098,15.2634,1.0001610046691354,15.473142857142856,-0.006438735432368,,,,,,,,,,,,
2016-11-25,Argentina,,15.89,15.441,,,15.535,,,,1.0,,,,1.0,0.0,0.0,0.0643293663557414,1.0,0.0,15.427,0.0006919068520399,0.0331599479843953,1.022193631392731,15.715714285714286,0.3790271636133768,,,,,,,,,,,,,,,,,,,,0.0098115678076879,15.321433333333331,0.0183341027501153,0.9933097458990028,15.529714285714286,-0.7520246818357057,,,,,,,,,,,,,,,,,,,,,,,,,0.0048266273694552,0.0204282711508145,15.273766666666669,0.9993567063364426,15.480714285714283,0.0321957501609793,,,,,,,,,,,,
2016-11-29,Argentina,,15.9,15.657,,,15.57,,,,1.0,,,,1.0,0.0,0.0,0.0637368941011504,1.0,0.0,15.499,0.0070607091031167,0.0344827586206897,1.013416616208292,15.862857142857145,0.0629326620515957,,,,,,,,,,,,,,,,,,,,0.0134327636317268,15.3656,0.0324431256181998,0.9979285509417126,15.505285714285714,1.3988731299786172,,,,,,,,,,,,,,,,,,,,,,,,,0.0090070906416701,0.0252864480442513,15.3211,0.9923834411549124,15.538714285714288,0.2252977148374579,,,,,,,,,,,,
2016-11-30,Argentina,,15.95,16.33,,,15.844,,,,1.0,,,,1.0,0.0,0.0,0.0630258721205054,1.0,0.0,15.518666666666666,0.0086662622410953,0.0384114583333332,1.0052626603220622,15.891428571428571,0.3144654088050203,,,,,,,,,,,,,,,,,,,,0.0160439681231108,15.405766666666668,0.0796694214876032,1.0292124917278542,15.615571428571428,4.298396883183231,,,,,,,,,,,,,,,,,,,,,,,,,0.0106709526130659,0.0440856672158154,15.3434,0.9985819178772886,15.583428571428572,1.759794476557475,,,,,,,,,,,,
2016-12-01,Argentina,,16.05,15.85,,,15.874,,,,1.0,,,,1.0,0.0,0.0,0.0632711167352103,1.0,0.0,15.546,0.0110561914672215,0.0538411030860144,1.0155014236001263,15.922857142857143,0.6269592476489061,,,,,,,,,,,,,,,,,,,,0.017892556713996,15.432133333333333,0.052526728202404,1.0028472002530844,15.657285714285717,-2.939375382731157,,,,,,,,,,,,,,,,,,,,,,,,,0.0126223358459403,0.0495206611570249,15.368366666666669,1.0043657070547296,15.632571428571428,0.1893461247159944,,,,,,,,,,,,
2016-12-02,Argentina,,16.15,15.98,,,15.877,,,,1.0,,,,1.0,0.0,0.0,0.0627549419516786,1.0,0.0,15.577666666666666,0.0136870417769294,0.0625,1.0134923125196107,15.96,0.6230529595015355,,,,,,,,,,,,,,,,,,,,0.0196510390558355,15.459133333333334,0.0533948582729071,1.0028239723878256,15.734285714285717,0.8201892744479578,,,,,,,,,,,,,,,,,,,,,,,,,0.01467825811852,0.0525722619994697,15.3948,0.9963602133668028,15.681428571428572,0.0188988282726398,,,,,,,,,,,,
2016-12-05,Argentina,,16.080000000000002,16.071,,,15.94,,,,1.0,,,,1.0,0.0,0.0,0.0630199142929165,1.0,0.0,15.669999999999998,0.0208690742469974,0.0565045992115638,1.0133602218300983,16.06142857142857,-0.4334365325077249,,,,,,,,,,,,,,,,,,,,0.0258625998522012,15.5477,0.0589746968898261,1.0127930426014622,15.978285714285716,0.5694618272841012,,,,,,,,,,,,,,,,,,,,,,,,,0.020690246497762,0.0573797678275289,15.475433333333337,1.00453743382909,15.837000000000002,0.3968004030988181,,,,,,,,,,,,
2016-12-06,Argentina,,15.93,16.061,,,15.868,,,,1.0,,,,1.0,0.0,0.0,0.0628338045868677,1.0,0.0,15.693666666666669,0.0226996263793552,0.0466491458607094,1.000942507068803,16.065714285714286,-0.932835820895539,,,,,,,,,,,,,,,,,,,,0.0278565317133363,15.5772,0.0583157617290459,1.0091737354696828,16.036,-0.0622238815257358,,,,,,,,,,,,,,,,,,,,,,,,,0.0227349698054617,0.052603648424544,15.501866666666666,0.9970468111844172,15.879571428571428,-0.4516938519447899,,,,,,,,,,,,
2016-12-07,Argentina,,16.1,16.056,,,15.958,,,,1.0,,,,1.0,0.0,0.0,0.0625097671511173,1.0,0.0,15.721333333333332,0.0246806291822367,0.0543549443352981,1.0064072511329896,16.087142857142858,1.0671688637790444,,,,,,,,,,,,,,,,,,,,0.0302058308473474,15.609266666666668,0.0637339340135154,1.0036568213783403,15.996857142857143,-0.0311313118734779,,,,,,,,,,,,,,,,,,,,,,,,,0.0251481698221962,0.0612489193323135,15.532566666666666,0.9975308641975308,15.895857142857142,0.5671792286362498,,,,,,,,,,,,
2016-12-12,Argentina,,16.14,16.38,,,16.039,,,,1.0,,,,1.0,0.0,0.0,0.0624024960998439,1.0,0.0,15.871000000000002,0.0360562276960574,0.0583606557377049,1.0071762870514822,16.08142857142857,0.248447204968949,,,,,,,,,,,,,,,,,,,,0.0400225218785534,15.7622,0.0736759307813319,1.0221528861154447,16.103,2.0179372197309364,,,,,,,,,,,,,,,,,,,,,,,,,0.0355155043197208,0.053672316384181,15.677566666666667,1.000873634945398,15.956714285714286,0.5075824038100141,,,,,,,,,,,,
2016-12-13,Argentina,,16.16,15.811,,,16.018,,,,1.0,,,,1.0,0.0,0.0,0.0626319184782949,1.0,0.0,15.901333333333332,0.0383753074595676,0.059672131147541,1.0121318026092456,16.114285714285717,0.123915737298641,,,,,,,,,,,,,,,,,,,,0.0410691706340915,15.7807,0.0363791295228106,0.9902732630603208,16.067285714285713,-3.4737484737484725,,,,,,,,,,,,,,,,,,,,,,,,,0.0370397274023983,0.0522927342004992,15.7041,1.0032380701853278,15.978142857142858,-0.1309308560384137,,,,,,,,,,,,
2016-12-14,Argentina,,16.23,16.132,,,15.913,,,,1.0,,,,1.0,0.0,0.0,0.062629172668629,1.0,0.0,15.919,0.0388505797132974,0.0337579617834395,1.0164714724118495,16.132857142857144,0.4331683168316891,,,,,,,,,,,,,,,,,,,,0.0408603473195419,15.795333333333334,0.0279742560377238,1.010333813490324,16.078142857142858,2.0302321168806703,,,,,,,,,,,,,,,,,,,,,,,,,0.0369470315919113,0.0245959693516193,15.716833333333334,0.996618024675894,15.971714285714286,-0.6555125483830748,,,,,,,,,,,,
2016-12-15,Argentina,,16.46,15.892,,,15.999,,,,1.0,,,,1.0,0.0,0.0,0.062666457778474,1.0,0.0,15.946,0.04004696060527,0.0517571884984024,1.0314898950336833,16.184285714285714,1.4171287738755425,,,,,,,,,,,,,,,,,,,,0.0403850669171168,15.8039,0.0164374800127917,0.99589534701551,16.054714285714287,-1.4877262583684714,,,,,,,,,,,,,,,,,,,,,,,,,0.0369942323537491,0.0294041950842878,15.732066666666668,1.0026006579978068,15.977571428571428,0.5404386350782442,,,,,,,,,,,,
2016-12-16,Argentina,,16.490000000000002,16.077,,,15.952,,,,1.0,,,,1.0,0.0,0.0,0.0630199142929165,1.0,0.0,15.975666666666664,0.0416874959247102,0.0570512820512822,1.0391983866901942,16.240000000000002,0.1822600243013505,,,,,,,,,,,,,,,,,,,,0.0403206713316148,15.818700000000002,0.0284014584532721,1.0131711620872197,16.057714285714287,1.1641077271583369,,,,,,,,,,,,,,,,,,,,,,,,,0.0371027411546442,0.0258520900321543,15.745466666666667,1.005293672800605,15.976714285714284,-0.2937683605225394,,,,,,,,,,,,
2016-12-19,Argentina,,16.54,16.095,,,15.857,,,,1.0,,,,1.0,0.0,0.0,0.0630199142929165,1.0,0.0,16.063000000000002,0.0459044146373226,0.0568690095846644,1.0423493824048398,16.40857142857143,0.3032140691327845,,,,,,,,,,,,,,,,,,,,0.041860719481116,15.8757,0.0390574564234988,1.014305520544492,16.023,0.1119611867885561,,,,,,,,,,,,,,,,,,,,,,,,,0.0380770174792688,0.0242216767859448,15.789566666666667,0.9993067809427778,15.949,-0.5955366098294945,,,,,,,,,,,,
